utterance_id,recording_id,recording,start,end,speaker,gender,text
M922539668-212045395_114570-211107856_1628354923-GB-M-035,212045395_114570-211107856_1628354923-GB-M-922539668,GB/GBVocals/212045395_114570-211107856_1628354923-GB-M-922539668.m4a,144.959,168.937,M922539668,m,AND I KNOW EVERY DAY I SAY IT BUT I JUST WANT YOU TO BE SURE THAT I AM YOURS THAT I AM YOURS
F1133235623-212843431_131545-147890559_1614120139-GB-F-008,212843431_131545-147890559_1614120139-GB-F-1133235623,GB/GBVocals/212843431_131545-147890559_1614120139-GB-F-1133235623.m4a,47.346,58.509,F1133235623,f,I'M BULLETPROOF NOTHING TO LOSE FIRE AWAY FIRE AWAY RICOCHET YOU TAKE YOUR AIM
F1133235623-212843431_131545-147890559_1614120139-GB-F-011,212843431_131545-147890559_1614120139-GB-F-1133235623,GB/GBVocals/212843431_131545-147890559_1614120139-GB-F-1133235623.m4a,59.076,73.837,F1133235623,f,FIRE AWAY FIRE AWAY YOU SHOOT ME DOWN BUT I WON'T FALL I AM TITANIUM YOU SHOOT ME DOWN BUT I WON'T FALL
F1133235623-212843431_131545-147890559_1614120139-GB-F-016,212843431_131545-147890559_1614120139-GB-F-1133235623,GB/GBVocals/212843431_131545-147890559_1614120139-GB-F-1133235623.m4a,74.289,78.53,F1133235623,f,I AM TITANIUM
F1133235623-212843431_131545-147890559_1614120139-GB-F-017,212843431_131545-147890559_1614120139-GB-F-1133235623,GB/GBVocals/212843431_131545-147890559_1614120139-GB-F-1133235623.m4a,81.94,83.827,F1133235623,f,CUT ME DOWN
F1133235623-212843431_131545-147890559_1614120139-GB-F-018,212843431_131545-147890559_1614120139-GB-F-1133235623,GB/GBVocals/212843431_131545-147890559_1614120139-GB-F-1133235623.m4a,84.257,88.257,F1133235623,f,BUT IT'S YOU WHO'LL HAVE FURTHER TO FALL
F1133235623-212843431_131545-147890559_1614120139-GB-F-019,212843431_131545-147890559_1614120139-GB-F-1133235623,GB/GBVocals/212843431_131545-147890559_1614120139-GB-F-1133235623.m4a,89.575,92.912,F1133235623,f,GHOST TOWN AND HAUNTED LOVE
F1133235623-212843431_131545-147890559_1614120139-GB-F-020,212843431_131545-147890559_1614120139-GB-F-1133235623,GB/GBVocals/212843431_131545-147890559_1614120139-GB-F-1133235623.m4a,97.106,100.581,F1133235623,f,RAISE YOUR VOICE STICKS AND
F1133235623-212843431_131545-147890559_1614120139-GB-F-021,212843431_131545-147890559_1614120139-GB-F-1133235623,GB/GBVocals/212843431_131545-147890559_1614120139-GB-F-1133235623.m4a,100.76,108.04,F1133235623,f,STONES MAY BREAK MY BONES I'M TALKING LOUD NOT SAYING MUCH
F1133235623-212843431_131545-147890559_1614120139-GB-F-024,212843431_131545-147890559_1614120139-GB-F-1133235623,GB/GBVocals/212843431_131545-147890559_1614120139-GB-F-1133235623.m4a,112.178,123.319,F1133235623,f,I'M BULLETPROOF NOTHING TO LOSE FIRE AWAY FIRE AWAY RICOCHET YOU TAKE YOUR AIM
F1133235623-212843431_131545-147890559_1614120139-GB-F-027,212843431_131545-147890559_1614120139-GB-F-1133235623,GB/GBVocals/212843431_131545-147890559_1614120139-GB-F-1133235623.m4a,123.836,130.992,F1133235623,f,FIRE AWAY FIRE AWAY YOU SHOOT ME DOWN BUT I WON'T FALL
F1133235623-212843431_131545-147890559_1614120139-GB-F-029,212843431_131545-147890559_1614120139-GB-F-1133235623,GB/GBVocals/212843431_131545-147890559_1614120139-GB-F-1133235623.m4a,131.429,143.119,F1133235623,f,I AM TITANIUM YOU SHOOT ME DOWN BUT I WON'T FALL I AM TITANIUM
F1133235623-212843431_131545-147890559_1614120139-GB-F-032,212843431_131545-147890559_1614120139-GB-F-1133235623,GB/GBVocals/212843431_131545-147890559_1614120139-GB-F-1133235623.m4a,146.549,165.226,F1133235623,f,I AM TITANIUM I AM TITANIUM STONE HEART MACHINE GUN FIRING AT THE ONES WHO RUN
F1133235623-212843431_131545-147890559_1614120139-GB-F-038,212843431_131545-147890559_1614120139-GB-F-1133235623,GB/GBVocals/212843431_131545-147890559_1614120139-GB-F-1133235623.m4a,165.747,182.283,F1133235623,f,STONE HEART LOVES BULLETPROOF GLASS YOU SHOOT ME DOWN BUT I WON'T FALL I AM TITANIUM YOU SHOOT ME DOWN BUT I WON'T FALL
F1133235623-212843431_131545-147890559_1614120139-GB-F-043,212843431_131545-147890559_1614120139-GB-F-1133235623,GB/GBVocals/212843431_131545-147890559_1614120139-GB-F-1133235623.m4a,188.988,213.617,F1133235623,f,YOU SHOOT ME DOWN BUT I WON'T FALL I AM TITANIUM YOU SHOOT ME DOWN BUT I WON'T FALL I AM TITANIUM I AM TITANIUM
M70737217-212843431_131545-70735951_1638306676-GB-M-002,212843431_131545-70735951_1638306676-GB-M-70737217,GB/GBVocals/212843431_131545-70735951_1638306676-GB-M-70737217.m4a,20.376,23.793,M70737217,m,BUT I CAN'T HEAR A WORD YOU SAY
M70737217-212843431_131545-70735951_1638306676-GB-M-003,212843431_131545-70735951_1638306676-GB-M-70737217,GB/GBVocals/212843431_131545-70735951_1638306676-GB-M-70737217.m4a,26.392,28.548,M70737217,m,I'M TALKING LOUD NOT SAYING MUCH
M70737217-212843431_131545-70735951_1638306676-GB-M-004,212843431_131545-70735951_1638306676-GB-M-70737217,GB/GBVocals/212843431_131545-70735951_1638306676-GB-M-70737217.m4a,32.455,38.848,M70737217,m,I'M CRITICIZED BUT ALL YOUR BULLETS RICOCHET
M70737217-212843431_131545-70735951_1638306676-GB-M-007,212843431_131545-70735951_1638306676-GB-M-70737217,GB/GBVocals/212843431_131545-70735951_1638306676-GB-M-70737217.m4a,40.101,43.763,M70737217,m,YOU SHOOT ME DOWN BUT I GET UP
M70737217-212843431_131545-70735951_1638306676-GB-M-008,212843431_131545-70735951_1638306676-GB-M-70737217,GB/GBVocals/212843431_131545-70735951_1638306676-GB-M-70737217.m4a,47.424,54.721,M70737217,m,I'M BULLETPROOF NOTHING TO LOSE FIRE AWAY FIRE AWAY
M70737217-212843431_131545-70735951_1638306676-GB-M-010,212843431_131545-70735951_1638306676-GB-M-70737217,GB/GBVocals/212843431_131545-70735951_1638306676-GB-M-70737217.m4a,56.894,58.613,M70737217,m,RICOCHET YOU TAKE YOUR AIM
M70737217-212843431_131545-70735951_1638306676-GB-M-011,212843431_131545-70735951_1638306676-GB-M-70737217,GB/GBVocals/212843431_131545-70735951_1638306676-GB-M-70737217.m4a,61.454,66.23,M70737217,m,FIRE AWAY FIRE AWAY YOU SHOOT ME DOWN BUT I WON'T FALL
M70737217-212843431_131545-70735951_1638306676-GB-M-013,212843431_131545-70735951_1638306676-GB-M-70737217,GB/GBVocals/212843431_131545-70735951_1638306676-GB-M-70737217.m4a,67.739,70.308,M70737217,m,I AM TITANIUM
M70737217-212843431_131545-70735951_1638306676-GB-M-016,212843431_131545-70735951_1638306676-GB-M-70737217,GB/GBVocals/212843431_131545-70735951_1638306676-GB-M-70737217.m4a,74.326,79.027,M70737217,m,I AM TITANIUM
M70737217-212843431_131545-70735951_1638306676-GB-M-018,212843431_131545-70735951_1638306676-GB-M-70737217,GB/GBVocals/212843431_131545-70735951_1638306676-GB-M-70737217.m4a,84.648,88.552,M70737217,m,BUT IT'S YOU WHO'LL HAVE FURTHER TO FALL
M70737217-212843431_131545-70735951_1638306676-GB-M-019,212843431_131545-70735951_1638306676-GB-M-70737217,GB/GBVocals/212843431_131545-70735951_1638306676-GB-M-70737217.m4a,89.58,93.118,M70737217,m,GHOST TOWN AND HAUNTED LOVE
M70737217-212843431_131545-70735951_1638306676-GB-M-020,212843431_131545-70735951_1638306676-GB-M-70737217,GB/GBVocals/212843431_131545-70735951_1638306676-GB-M-70737217.m4a,97.055,100.645,M70737217,m,RAISE YOUR VOICE STICKS AND
M70737217-212843431_131545-70735951_1638306676-GB-M-021,212843431_131545-70735951_1638306676-GB-M-70737217,GB/GBVocals/212843431_131545-70735951_1638306676-GB-M-70737217.m4a,100.727,103.829,M70737217,m,STONES MAY BREAK MY BONES I'M TALKING LOUD NOT SAYING MUCH
M70737217-212843431_131545-70735951_1638306676-GB-M-024,212843431_131545-70735951_1638306676-GB-M-70737217,GB/GBVocals/212843431_131545-70735951_1638306676-GB-M-70737217.m4a,112.181,119.534,M70737217,m,I'M BULLETPROOF NOTHING TO LOSE FIRE AWAY FIRE AWAY
M70737217-212843431_131545-70735951_1638306676-GB-M-026,212843431_131545-70735951_1638306676-GB-M-70737217,GB/GBVocals/212843431_131545-70735951_1638306676-GB-M-70737217.m4a,119.988,123.374,M70737217,m,RICOCHET YOU TAKE YOUR AIM
M70737217-212843431_131545-70735951_1638306676-GB-M-027,212843431_131545-70735951_1638306676-GB-M-70737217,GB/GBVocals/212843431_131545-70735951_1638306676-GB-M-70737217.m4a,123.79,130.979,M70737217,m,FIRE AWAY FIRE AWAY YOU SHOOT ME DOWN BUT I WON'T FALL
M70737217-212843431_131545-70735951_1638306676-GB-M-029,212843431_131545-70735951_1638306676-GB-M-70737217,GB/GBVocals/212843431_131545-70735951_1638306676-GB-M-70737217.m4a,131.466,135.013,M70737217,m,I AM TITANIUM
M70737217-212843431_131545-70735951_1638306676-GB-M-030,212843431_131545-70735951_1638306676-GB-M-70737217,GB/GBVocals/212843431_131545-70735951_1638306676-GB-M-70737217.m4a,136.9,145.024,M70737217,m,YOU SHOOT ME DOWN BUT I WON'T FALL I AM TITANIUM
M70737217-212843431_131545-70735951_1638306676-GB-M-032,212843431_131545-70735951_1638306676-GB-M-70737217,GB/GBVocals/212843431_131545-70735951_1638306676-GB-M-70737217.m4a,146.6,157.697,M70737217,m,I AM TITANIUM I AM TITANIUM
M70737217-212843431_131545-70735951_1638306676-GB-M-035,212843431_131545-70735951_1638306676-GB-M-70737217,GB/GBVocals/212843431_131545-70735951_1638306676-GB-M-70737217.m4a,160.06,164.758,M70737217,m,STONE HEART MACHINE GUN FIRING AT THE ONES WHO RUN
M70737217-212843431_131545-70735951_1638306676-GB-M-038,212843431_131545-70735951_1638306676-GB-M-70737217,GB/GBVocals/212843431_131545-70735951_1638306676-GB-M-70737217.m4a,165.727,172.412,M70737217,m,STONE HEART LOVES BULLETPROOF GLASS
M70737217-212843431_131545-70735951_1638306676-GB-M-039,212843431_131545-70735951_1638306676-GB-M-70737217,GB/GBVocals/212843431_131545-70735951_1638306676-GB-M-70737217.m4a,173.389,176.67,M70737217,m,YOU SHOOT ME DOWN BUT I WON'T FALL
M70737217-212843431_131545-70735951_1638306676-GB-M-040,212843431_131545-70735951_1638306676-GB-M-70737217,GB/GBVocals/212843431_131545-70735951_1638306676-GB-M-70737217.m4a,177.2,180.541,M70737217,m,I AM TITANIUM
M70737217-212843431_131545-70735951_1638306676-GB-M-042,212843431_131545-70735951_1638306676-GB-M-70737217,GB/GBVocals/212843431_131545-70735951_1638306676-GB-M-70737217.m4a,184.801,188.157,M70737217,m,I AM TITANIUM
M70737217-212843431_131545-70735951_1638306676-GB-M-043,212843431_131545-70735951_1638306676-GB-M-70737217,GB/GBVocals/212843431_131545-70735951_1638306676-GB-M-70737217.m4a,188.661,195.835,M70737217,m,YOU SHOOT ME DOWN BUT I WON'T FALL I AM TITANIUM
M70737217-212843431_131545-70735951_1638306676-GB-M-045,212843431_131545-70735951_1638306676-GB-M-70737217,GB/GBVocals/212843431_131545-70735951_1638306676-GB-M-70737217.m4a,196.224,205.62,M70737217,m,YOU SHOOT ME DOWN BUT I WON'T FALL I AM TITANIUM
M70737217-212843431_131545-70735951_1638306676-GB-M-047,212843431_131545-70735951_1638306676-GB-M-70737217,GB/GBVocals/212843431_131545-70735951_1638306676-GB-M-70737217.m4a,207.618,214.052,M70737217,m,I AM TITANIUM
F447646519-213113482_384537-472987593_1612463445-GB-F-001,213113482_384537-472987593_1612463445-GB-F-447646519,GB/GBVocals/213113482_384537-472987593_1612463445-GB-F-447646519.m4a,5.066,16.931,F447646519,f,LITTLE DO YOU KNOW HOW I'M BREAKING WHILE YOU FALL ASLEEP LITTLE DO YOU KNOW I'M STILL HAUNTED BY THE MEMORIES
F447646519-213113482_384537-472987593_1612463445-GB-F-005,213113482_384537-472987593_1612463445-GB-F-447646519,GB/GBVocals/213113482_384537-472987593_1612463445-GB-F-447646519.m4a,17.702,23.196,F447646519,f,LITTLE DO YOU KNOW I'M TRYING TO PICK MYSELF UP PIECE BY PIECE
F447646519-213113482_384537-472987593_1612463445-GB-F-009,213113482_384537-472987593_1612463445-GB-F-447646519,GB/GBVocals/213113482_384537-472987593_1612463445-GB-F-447646519.m4a,24.014,38.993,F447646519,f,LITTLE DO YOU KNOW I NEED A LITTLE MORE TIME UNDERNEATH IT ALL I'M HELD CAPTIVE BY THE HOLE INSIDE I'VE BEEN HOLDING BACK FOR THE FEAR
F447646519-213113482_384537-472987593_1612463445-GB-F-015,213113482_384537-472987593_1612463445-GB-F-447646519,GB/GBVocals/213113482_384537-472987593_1612463445-GB-F-447646519.m4a,39.106,42.36,F447646519,f,THAT YOU MIGHT CHANGE YOUR MIND
F447646519-213113482_384537-472987593_1612463445-GB-F-016,213113482_384537-472987593_1612463445-GB-F-447646519,GB/GBVocals/213113482_384537-472987593_1612463445-GB-F-447646519.m4a,42.793,44.355,F447646519,f,I'M READY TO FORGIVE YOU BUT
F447646519-213113482_384537-472987593_1612463445-GB-F-018,213113482_384537-472987593_1612463445-GB-F-447646519,GB/GBVocals/213113482_384537-472987593_1612463445-GB-F-447646519.m4a,44.466,48.601,F447646519,f,FORGETTING IS A HARDER FIGHT
F447646519-213113482_384537-472987593_1612463445-GB-F-019,213113482_384537-472987593_1612463445-GB-F-447646519,GB/GBVocals/213113482_384537-472987593_1612463445-GB-F-447646519.m4a,49.26,51.867,F447646519,f,LITTLE DO YOU KNOW
F447646519-213113482_384537-472987593_1612463445-GB-F-021,213113482_384537-472987593_1612463445-GB-F-447646519,GB/GBVocals/213113482_384537-472987593_1612463445-GB-F-447646519.m4a,52.738,58.662,F447646519,f,I NEED A LITTLE MORE TIME I'LL WAIT I'LL WAIT
F447646519-213113482_384537-472987593_1612463445-GB-F-023,213113482_384537-472987593_1612463445-GB-F-447646519,GB/GBVocals/213113482_384537-472987593_1612463445-GB-F-447646519.m4a,59.324,64.955,F447646519,f,I LOVE YOU LIKE YOU'VE NEVER FELT THE PAIN I'LL WAIT
F447646519-213113482_384537-472987593_1612463445-GB-F-026,213113482_384537-472987593_1612463445-GB-F-447646519,GB/GBVocals/213113482_384537-472987593_1612463445-GB-F-447646519.m4a,65.875,69.753,F447646519,f,I PROMISE YOU DON'T HAVE TO BE AFRAID
F447646519-213113482_384537-472987593_1612463445-GB-F-027,213113482_384537-472987593_1612463445-GB-F-447646519,GB/GBVocals/213113482_384537-472987593_1612463445-GB-F-447646519.m4a,70.182,71.331,F447646519,f,I'LL WAIT
F447646519-213113482_384537-472987593_1612463445-GB-F-028,213113482_384537-472987593_1612463445-GB-F-447646519,GB/GBVocals/213113482_384537-472987593_1612463445-GB-F-447646519.m4a,72.036,74.635,F447646519,f,THE LOVE IS HERE AND HERE TO STAY
F447646519-213113482_384537-472987593_1612463445-GB-F-030,213113482_384537-472987593_1612463445-GB-F-447646519,GB/GBVocals/213113482_384537-472987593_1612463445-GB-F-447646519.m4a,74.978,79.456,F447646519,f,SO LAY YOUR HEAD ON ME
F447646519-213113482_384537-472987593_1612463445-GB-F-031,213113482_384537-472987593_1612463445-GB-F-447646519,GB/GBVocals/213113482_384537-472987593_1612463445-GB-F-447646519.m4a,81.039,83.828,F447646519,f,LITTLE DO YOU KNOW
F447646519-213113482_384537-472987593_1612463445-GB-F-033,213113482_384537-472987593_1612463445-GB-F-447646519,GB/GBVocals/213113482_384537-472987593_1612463445-GB-F-447646519.m4a,85.123,86.725,F447646519,f,WHILE I'M SOUND ASLEEP
F447646519-213113482_384537-472987593_1612463445-GB-F-034,213113482_384537-472987593_1612463445-GB-F-447646519,GB/GBVocals/213113482_384537-472987593_1612463445-GB-F-447646519.m4a,87.54,89.661,F447646519,f,LITTLE DO YOU KNOW
F447646519-213113482_384537-472987593_1612463445-GB-F-035,213113482_384537-472987593_1612463445-GB-F-447646519,GB/GBVocals/213113482_384537-472987593_1612463445-GB-F-447646519.m4a,89.834,96.292,F447646519,f,ALL MY MISTAKES ARE SLOWLY DROWNING ME LITTLE DO YOU KNOW I'M TRYING TO MAKE IT
F447646519-213113482_384537-472987593_1612463445-GB-F-039,213113482_384537-472987593_1612463445-GB-F-447646519,GB/GBVocals/213113482_384537-472987593_1612463445-GB-F-447646519.m4a,96.506,99.219,F447646519,f,BETTER PIECE BY PIECE
F447646519-213113482_384537-472987593_1612463445-GB-F-040,213113482_384537-472987593_1612463445-GB-F-447646519,GB/GBVocals/213113482_384537-472987593_1612463445-GB-F-447646519.m4a,100.009,109.247,F447646519,f,LITTLE DO YOU KNOW I I LOVE YOU 'TIL THE SUN DIES OH WAIT JUST WAIT
F447646519-213113482_384537-472987593_1612463445-GB-F-044,213113482_384537-472987593_1612463445-GB-F-447646519,GB/GBVocals/213113482_384537-472987593_1612463445-GB-F-447646519.m4a,109.969,113.94,F447646519,f,I LOVE YOU LIKE I'VE NEVER FELT THE PAIN
F447646519-213113482_384537-472987593_1612463445-GB-F-046,213113482_384537-472987593_1612463445-GB-F-447646519,GB/GBVocals/213113482_384537-472987593_1612463445-GB-F-447646519.m4a,114.304,115.421,F447646519,f,JUST WAIT
F447646519-213113482_384537-472987593_1612463445-GB-F-047,213113482_384537-472987593_1612463445-GB-F-447646519,GB/GBVocals/213113482_384537-472987593_1612463445-GB-F-447646519.m4a,116.121,120.026,F447646519,f,I LOVE YOU LIKE I'VE NEVER BEEN AFRAID
F447646519-213113482_384537-472987593_1612463445-GB-F-048,213113482_384537-472987593_1612463445-GB-F-447646519,GB/GBVocals/213113482_384537-472987593_1612463445-GB-F-447646519.m4a,120.431,121.494,F447646519,f,JUST WAIT
F447646519-213113482_384537-472987593_1612463445-GB-F-049,213113482_384537-472987593_1612463445-GB-F-447646519,GB/GBVocals/213113482_384537-472987593_1612463445-GB-F-447646519.m4a,122.184,129.476,F447646519,f,OUR LOVE IS HERE AND HERE TO STAY SO LAY YOUR HEAD ON ME
M535483593-224112144_3069139-1343509537_1680841213-GB-M-001,224112144_3069139-1343509537_1680841213-GB-M-535483593,GB/GBVocals/224112144_3069139-1343509537_1680841213-GB-M-535483593.m4a,1.552,4.006,M535483593,m,I'M STANDING ON THE EDGE
M535483593-224112144_3069139-1343509537_1680841213-GB-M-002,224112144_3069139-1343509537_1680841213-GB-M-535483593,GB/GBVocals/224112144_3069139-1343509537_1680841213-GB-M-535483593.m4a,4.744,7.277,M535483593,m,AND EVERYTHING I KNOW OH OH
M535483593-224112144_3069139-1343509537_1680841213-GB-M-004,224112144_3069139-1343509537_1680841213-GB-M-535483593,GB/GBVocals/224112144_3069139-1343509537_1680841213-GB-M-535483593.m4a,7.646,8.938,M535483593,m,IS BLOWN AWAY
M535483593-224112144_3069139-1343509537_1680841213-GB-M-005,224112144_3069139-1343509537_1680841213-GB-M-535483593,GB/GBVocals/224112144_3069139-1343509537_1680841213-GB-M-535483593.m4a,10.928,12.197,M535483593,m,LIFE IS UPSIDE DOWN
M535483593-224112144_3069139-1343509537_1680841213-GB-M-006,224112144_3069139-1343509537_1680841213-GB-M-535483593,GB/GBVocals/224112144_3069139-1343509537_1680841213-GB-M-535483593.m4a,14.3,16.199,M535483593,m,BUT ANYWAY IT GO OH OHS
M535483593-224112144_3069139-1343509537_1680841213-GB-M-009,224112144_3069139-1343509537_1680841213-GB-M-535483593,GB/GBVocals/224112144_3069139-1343509537_1680841213-GB-M-535483593.m4a,20.467,23.393,M535483593,m,OH OH OH OH OH OH
M535483593-224112144_3069139-1343509537_1680841213-GB-M-011,224112144_3069139-1343509537_1680841213-GB-M-535483593,GB/GBVocals/224112144_3069139-1343509537_1680841213-GB-M-535483593.m4a,23.965,25.949,M535483593,m,HERE WE GO
M535483593-224112144_3069139-1343509537_1680841213-GB-M-013,224112144_3069139-1343509537_1680841213-GB-M-535483593,GB/GBVocals/224112144_3069139-1343509537_1680841213-GB-M-535483593.m4a,27.494,30.378,M535483593,m,ONE TWO THREE I'M READY FOR TOMORROW
M535483593-224112144_3069139-1343509537_1680841213-GB-M-015,224112144_3069139-1343509537_1680841213-GB-M-535483593,GB/GBVocals/224112144_3069139-1343509537_1680841213-GB-M-535483593.m4a,30.791,32.517,M535483593,m,TOMORROW STARTS TODAY
M535483593-224112144_3069139-1343509537_1680841213-GB-M-016,224112144_3069139-1343509537_1680841213-GB-M-535483593,GB/GBVocals/224112144_3069139-1343509537_1680841213-GB-M-535483593.m4a,33.094,37.257,M535483593,m,THERE AIN'T NO MAP TO FOLLOW BUT I'M WITH YOU ALL THE WAY
M535483593-224112144_3069139-1343509537_1680841213-GB-M-018,224112144_3069139-1343509537_1680841213-GB-M-535483593,GB/GBVocals/224112144_3069139-1343509537_1680841213-GB-M-535483593.m4a,37.838,39.452,M535483593,m,I'M READY FOR TOMORROW
M535483593-224112144_3069139-1343509537_1680841213-GB-M-021,224112144_3069139-1343509537_1680841213-GB-M-535483593,GB/GBVocals/224112144_3069139-1343509537_1680841213-GB-M-535483593.m4a,45.066,46.86,M535483593,m,BUT I'M WITH YOU ALL THE WAY
M535483593-224112144_3069139-1343509537_1680841213-GB-M-022,224112144_3069139-1343509537_1680841213-GB-M-535483593,GB/GBVocals/224112144_3069139-1343509537_1680841213-GB-M-535483593.m4a,48.128,49.129,M535483593,m,ALL THE WAY
F748887319-224112144_3069139-183008483_1660241302-GB-F-001,224112144_3069139-183008483_1660241302-GB-F-748887319,GB/GBVocals/224112144_3069139-183008483_1660241302-GB-F-748887319.m4a,1.349,9.529,F748887319,f,I'M STANDING ON THE EDGE
F748887319-224112144_3069139-183008483_1660241302-GB-F-004,224112144_3069139-183008483_1660241302-GB-F-748887319,GB/GBVocals/224112144_3069139-183008483_1660241302-GB-F-748887319.m4a,9.562,49.418,F748887319,f,IS BLOWN AWAY
M12593891-226581890_170716-44417382_1683786339-GB-M-002,226581890_170716-44417382_1683786339-GB-M-12593891,GB/GBVocals/226581890_170716-44417382_1683786339-GB-M-12593891.m4a,4.56,7.578,M12593891,m,LOOK HOW THEY SHINE FOR YOU
M12593891-226581890_170716-44417382_1683786339-GB-M-003,226581890_170716-44417382_1683786339-GB-M-12593891,GB/GBVocals/226581890_170716-44417382_1683786339-GB-M-12593891.m4a,9.68,23.933,M12593891,m,AND EVERYTHING YOU DO YEAH THEY WERE ALL YELLOW I CAME ALONG I WROTE A SONG FOR YOU
M12593891-226581890_170716-44417382_1683786339-GB-M-008,226581890_170716-44417382_1683786339-GB-M-12593891,GB/GBVocals/226581890_170716-44417382_1683786339-GB-M-12593891.m4a,30.146,31.658,M12593891,m,AND ALL THE THINGS YOU DO
M12593891-226581890_170716-44417382_1683786339-GB-M-010,226581890_170716-44417382_1683786339-GB-M-12593891,GB/GBVocals/226581890_170716-44417382_1683786339-GB-M-12593891.m4a,32.289,51.142,M12593891,m,AND IT WAS CALLED YELLOW SO THEN I TOOK MY TURN OH WHAT A THING TO HAVE DONE AND IT WAS ALL YELLOW
M12593891-226581890_170716-44417382_1683786339-GB-M-016,226581890_170716-44417382_1683786339-GB-M-12593891,GB/GBVocals/226581890_170716-44417382_1683786339-GB-M-12593891.m4a,59.52,62.559,M12593891,m,OH YEAH YOUR SKIN AND BONES TURN INTO
M12593891-226581890_170716-44417382_1683786339-GB-M-018,226581890_170716-44417382_1683786339-GB-M-12593891,GB/GBVocals/226581890_170716-44417382_1683786339-GB-M-12593891.m4a,65.112,68.332,M12593891,m,SOMETHING BEAUTIFUL
M12593891-226581890_170716-44417382_1683786339-GB-M-020,226581890_170716-44417382_1683786339-GB-M-12593891,GB/GBVocals/226581890_170716-44417382_1683786339-GB-M-12593891.m4a,70.649,74.886,M12593891,m,YOU KNOW I LOVE YOU SO
M12593891-226581890_170716-44417382_1683786339-GB-M-022,226581890_170716-44417382_1683786339-GB-M-12593891,GB/GBVocals/226581890_170716-44417382_1683786339-GB-M-12593891.m4a,76.246,79.451,M12593891,m,YOU KNOW I LOVE YOU SO I SWAM ACROSS
F1103192869-226581890_170716-536108752_1597346839-GB-F-006,226581890_170716-536108752_1597346839-GB-F-1103192869,GB/GBVocals/226581890_170716-536108752_1597346839-GB-F-1103192869.m4a,18.339,20.854,F1103192869,f,I CAME ALONG
F1103192869-226581890_170716-536108752_1597346839-GB-F-007,226581890_170716-536108752_1597346839-GB-F-1103192869,GB/GBVocals/226581890_170716-536108752_1597346839-GB-F-1103192869.m4a,21.44,25.287,F1103192869,f,I WROTE A SONG FOR YOU
F1103192869-226581890_170716-536108752_1597346839-GB-F-008,226581890_170716-536108752_1597346839-GB-F-1103192869,GB/GBVocals/226581890_170716-536108752_1597346839-GB-F-1103192869.m4a,26.857,31.143,F1103192869,f,AND ALL THE THINGS YOU DO
F1103192869-226581890_170716-536108752_1597346839-GB-F-010,226581890_170716-536108752_1597346839-GB-F-1103192869,GB/GBVocals/226581890_170716-536108752_1597346839-GB-F-1103192869.m4a,32.374,35.402,F1103192869,f,AND IT WAS CALLED YELLOW
F1103192869-226581890_170716-536108752_1597346839-GB-F-023,226581890_170716-536108752_1597346839-GB-F-1103192869,GB/GBVocals/226581890_170716-536108752_1597346839-GB-F-1103192869.m4a,79.524,81.406,F1103192869,f,I SWAM ACROSS
F1103192869-226581890_170716-536108752_1597346839-GB-F-024,226581890_170716-536108752_1597346839-GB-F-1103192869,GB/GBVocals/226581890_170716-536108752_1597346839-GB-F-1103192869.m4a,82.22,96.195,F1103192869,f,I JUMPED ACROSS FOR YOU OH WHAT A THING TO DO 'CAUSE YOU WERE ALL YELLOW I DREW A LINE
F1103192869-226581890_170716-536108752_1597346839-GB-F-033,226581890_170716-536108752_1597346839-GB-F-1103192869,GB/GBVocals/226581890_170716-536108752_1597346839-GB-F-1103192869.m4a,118.233,120.36,F1103192869,f,YOUR SKIN
F1103192869-226581890_170716-536108752_1597346839-GB-F-034,226581890_170716-536108752_1597346839-GB-F-1103192869,GB/GBVocals/226581890_170716-536108752_1597346839-GB-F-1103192869.m4a,120.991,136.31,F1103192869,f,OH YEAH YOUR SKIN AND BONES TURN INTO SOMETHING BEAUTIFUL DO YOU KNOW FOR YOU I'D BLEED MYSELF DRY
F1103192869-226581890_170716-536108752_1597346839-GB-F-040,226581890_170716-536108752_1597346839-GB-F-1103192869,GB/GBVocals/226581890_170716-536108752_1597346839-GB-F-1103192869.m4a,137.633,140.982,F1103192869,f,FOR YOU I'D BLEED MYSELF DRY
F1103192869-226581890_170716-536108752_1597346839-GB-F-041,226581890_170716-536108752_1597346839-GB-F-1103192869,GB/GBVocals/226581890_170716-536108752_1597346839-GB-F-1103192869.m4a,162.659,164.717,F1103192869,f,LOOK AT THE STARS
F1103192869-226581890_170716-536108752_1597346839-GB-F-042,226581890_170716-536108752_1597346839-GB-F-1103192869,GB/GBVocals/226581890_170716-536108752_1597346839-GB-F-1103192869.m4a,165.582,169.914,F1103192869,f,LOOK HOW THEY SHINE FOR YOU
F1103192869-226581890_170716-536108752_1597346839-GB-F-043,226581890_170716-536108752_1597346839-GB-F-1103192869,GB/GBVocals/226581890_170716-536108752_1597346839-GB-F-1103192869.m4a,171.201,179.664,F1103192869,f,AND ALL THE THINGS THAT YOU DO
F1306045770-230065669_2149373-505055671_1612837833-GB-F-001,230065669_2149373-505055671_1612837833-GB-F-1306045770,GB/GBVocals/230065669_2149373-505055671_1612837833-GB-F-1306045770.m4a,7.511,10.212,F1306045770,f,YOU AND I AND NOBODY ELSE
